YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2001,1,ND,"Combined Heat and Power, Industrial Power",Total,"16,482"
2001,1,NE,Total Electric Power Industry,Coal,"1,871,573"
2001,1,NE,Total Electric Power Industry,Petroleum,"3,021"
2001,1,NE,Total Electric Power Industry,Natural Gas,"5,096"
2001,1,NE,Total Electric Power Industry,Nuclear,"935,874"
2001,1,NE,Total Electric Power Industry,Hydroelectric Conventional,"81,350"
2001,1,NE,Total Electric Power Industry,Wind,228
2001,1,NE,Total Electric Power Industry,Other Biomass,"1,574"
2001,1,NE,Total Electric Power Industry,Other,0
2001,1,NE,Total Electric Power Industry,Total,"2,898,716"
2001,1,NE,"Electric Generators, Electric Utilities",Coal,"1,868,029"
2001,1,NE,"Electric Generators, Electric Utilities",Petroleum,"2,299"
2001,1,NE,"Electric Generators, Electric Utilities",Natural Gas,"4,840"
2001,1,NE,"Electric Generators, Electric Utilities",Nuclear,"935,874"
2001,1,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"81,350"
2001,1,NE,"Electric Generators, Electric Utilities",Wind,228
2001,1,NE,"Electric Generators, Electric Utilities",Other Biomass,0
2001,1,NE,"Electric Generators, Electric Utilities",Other,0
2001,1,NE,"Electric Generators, Electric Utilities",Total,"2,892,620"
2001,1,NE,"Combined Heat and Power, Electric Power",Other Biomass,660
2001,1,NE,"Combined Heat and Power, Electric Power",Total,660
2001,1,NE,"Combined Heat and Power, Commercial Power",Petroleum,722
2001,1,NE,"Combined Heat and Power, Commercial Power",Other Biomass,914
2001,1,NE,"Combined Heat and Power, Commercial Power",Total,"1,636"
2001,1,NE,"Combined Heat and Power, Industrial Power",Coal,"3,544"
2001,1,NE,"Combined Heat and Power, Industrial Power",Natural Gas,256
2001,1,NE,"Combined Heat and Power, Industrial Power",Total,"3,800"
2001,1,NH,Total Electric Power Industry,Coal,"382,524"
2001,1,NH,Total Electric Power Industry,Petroleum,"6,498"
2001,1,NH,Total Electric Power Industry,Natural Gas,"7,972"
2001,1,NH,Total Electric Power Industry,Nuclear,"41,921"
2001,1,NH,Total Electric Power Industry,Hydroelectric Conventional,"117,021"
2001,1,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"75,391"
2001,1,NH,Total Electric Power Industry,Other Biomass,"15,776"
2001,1,NH,Total Electric Power Industry,Other,"5,262"
2001,1,NH,Total Electric Power Industry,Total,"652,365"
2001,1,NH,"Electric Generators, Electric Utilities",Coal,"382,524"
2001,1,NH,"Electric Generators, Electric Utilities",Petroleum,432
2001,1,NH,"Electric Generators, Electric Utilities",Natural Gas,8
2001,1,NH,"Electric Generators, Electric Utilities",Nuclear,"41,921"
2001,1,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"21,170"
2001,1,NH,"Electric Generators, Electric Utilities",Total,"446,055"
2001,1,NH,"Electric Generators, Independent Power Producers",Petroleum,273
2001,1,NH,"Electric Generators, Independent Power Producers",Nuclear,0
2001,1,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"86,620"
2001,1,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"57,125"
2001,1,NH,"Electric Generators, Independent Power Producers",Other Biomass,"15,776"
2001,1,NH,"Electric Generators, Independent Power Producers",Other,"5,262"
2001,1,NH,"Electric Generators, Independent Power Producers",Total,"165,056"
2001,1,NH,"Combined Heat and Power, Electric Power",Petroleum,6
2001,1,NH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"7,864"
2001,1,NH,"Combined Heat and Power, Electric Power",Total,"7,870"
2001,1,NH,"Combined Heat and Power, Commercial Power",Petroleum,"3,524"
2001,1,NH,"Combined Heat and Power, Commercial Power",Total,"3,524"
2001,1,NH,"Combined Heat and Power, Industrial Power",Petroleum,"2,263"
2001,1,NH,"Combined Heat and Power, Industrial Power",Natural Gas,"7,964"
2001,1,NH,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"9,231"
2001,1,NH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"10,402"
2001,1,NH,"Combined Heat and Power, Industrial Power",Total,"29,860"
2001,1,NJ,Total Electric Power Industry,Coal,"1,190,063"
2001,1,NJ,Total Electric Power Industry,Petroleum,"258,178"
2001,1,NJ,Total Electric Power Industry,Natural Gas,"877,690"
2001,1,NJ,Total Electric Power Industry,Other Gases,"40,896"
2001,1,NJ,Total Electric Power Industry,Nuclear,"2,849,594"
2001,1,NJ,Total Electric Power Industry,Hydroelectric Conventional,"1,591"
2001,1,NJ,Total Electric Power Industry,Other Biomass,"66,089"
2001,1,NJ,Total Electric Power Industry,Pumped Storage,"-12,869"
2001,1,NJ,Total Electric Power Industry,Other,"34,683"
2001,1,NJ,Total Electric Power Industry,Total,"5,305,915"
2001,1,NJ,"Electric Generators, Electric Utilities",Coal,"196,033"
2001,1,NJ,"Electric Generators, Electric Utilities",Petroleum,"11,724"
2001,1,NJ,"Electric Generators, Electric Utilities",Natural Gas,-48
2001,1,NJ,"Electric Generators, Electric Utilities",Pumped Storage,"-12,869"
2001,1,NJ,"Electric Generators, Electric Utilities",Total,"194,840"
2001,1,NJ,"Electric Generators, Independent Power Producers",Coal,"678,184"
2001,1,NJ,"Electric Generators, Independent Power Producers",Petroleum,"123,655"
2001,1,NJ,"Electric Generators, Independent Power Producers",Natural Gas,"4,761"
2001,1,NJ,"Electric Generators, Independent Power Producers",Other Gases,0
2001,1,NJ,"Electric Generators, Independent Power Producers",Nuclear,"2,849,594"
2001,1,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,591"
2001,1,NJ,"Electric Generators, Independent Power Producers",Other Biomass,"43,363"
2001,1,NJ,"Electric Generators, Independent Power Producers",Other,"20,876"
2001,1,NJ,"Electric Generators, Independent Power Producers",Total,"3,722,024"
2001,1,NJ,"Combined Heat and Power, Electric Power",Coal,"315,846"
2001,1,NJ,"Combined Heat and Power, Electric Power",Petroleum,"100,540"
2001,1,NJ,"Combined Heat and Power, Electric Power",Natural Gas,"641,199"
2001,1,NJ,"Combined Heat and Power, Electric Power",Other Biomass,"21,793"
2001,1,NJ,"Combined Heat and Power, Electric Power",Other,"13,806"
2001,1,NJ,"Combined Heat and Power, Electric Power",Total,"1,093,184"
2001,1,NJ,"Combined Heat and Power, Commercial Power",Petroleum,421
2001,1,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,"13,762"
2001,1,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,82
2001,1,NJ,"Combined Heat and Power, Commercial Power",Total,"14,265"
2001,1,NJ,"Combined Heat and Power, Industrial Power",Petroleum,"21,838"
2001,1,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,"218,016"
2001,1,NJ,"Combined Heat and Power, Industrial Power",Other Gases,"40,896"
2001,1,NJ,"Combined Heat and Power, Industrial Power",Other Biomass,852
2001,1,NJ,"Combined Heat and Power, Industrial Power",Total,"281,602"
2001,1,NM,Total Electric Power Industry,Coal,"2,626,719"
2001,1,NM,Total Electric Power Industry,Petroleum,"12,957"
2001,1,NM,Total Electric Power Industry,Natural Gas,"265,444"
2001,1,NM,Total Electric Power Industry,Hydroelectric Conventional,"12,432"
2001,1,NM,Total Electric Power Industry,Other Biomass,"1,561"
2001,1,NM,Total Electric Power Industry,Total,"2,919,113"
2001,1,NM,"Electric Generators, Electric Utilities",Coal,"2,626,719"
2001,1,NM,"Electric Generators, Electric Utilities",Petroleum,"4,029"
2001,1,NM,"Electric Generators, Electric Utilities",Natural Gas,"143,895"
2001,1,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"12,432"
2001,1,NM,"Electric Generators, Electric Utilities",Total,"2,787,075"
2001,1,NM,"Electric Generators, Independent Power Producers",Petroleum,0
2001,1,NM,"Electric Generators, Independent Power Producers",Natural Gas,"49,702"
2001,1,NM,"Electric Generators, Independent Power Producers",Total,"49,702"
2001,1,NM,"Combined Heat and Power, Electric Power",Natural Gas,"41,615"
2001,1,NM,"Combined Heat and Power, Electric Power",Other Biomass,"1,561"
2001,1,NM,"Combined Heat and Power, Electric Power",Total,"43,176"
2001,1,NM,"Combined Heat and Power, Commercial Power",Natural Gas,"5,321"
2001,1,NM,"Combined Heat and Power, Commercial Power",Total,"5,321"
2001,1,NM,"Combined Heat and Power, Industrial Power",Petroleum,"8,928"
2001,1,NM,"Combined Heat and Power, Industrial Power",Natural Gas,"24,911"
2001,1,NM,"Combined Heat and Power, Industrial Power",Total,"33,839"
2001,1,NV,Total Electric Power Industry,Coal,"1,425,411"
2001,1,NV,Total Electric Power Industry,Petroleum,"85,556"
2001,1,NV,Total Electric Power Industry,Natural Gas,"1,134,772"
2001,1,NV,Total Electric Power Industry,Hydroelectric Conventional,"211,345"
2001,1,NV,Total Electric Power Industry,Geothermal,"108,739"
2001,1,NV,Total Electric Power Industry,Total,"2,965,823"
2001,1,NV,"Electric Generators, Electric Utilities",Coal,"1,425,411"
2001,1,NV,"Electric Generators, Electric Utilities",Petroleum,"85,556"
2001,1,NV,"Electric Generators, Electric Utilities",Natural Gas,"739,809"
2001,1,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"210,572"
2001,1,NV,"Electric Generators, Electric Utilities",Total,"2,461,348"
2001,1,NV,"Electric Generators, Independent Power Producers",Petroleum,0
2001,1,NV,"Electric Generators, Independent Power Producers",Natural Gas,"178,824"
2001,1,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,773
2001,1,NV,"Electric Generators, Independent Power Producers",Geothermal,"108,739"
2001,1,NV,"Electric Generators, Independent Power Producers",Total,"288,336"
2001,1,NV,"Combined Heat and Power, Electric Power",Natural Gas,"216,139"
2001,1,NV,"Combined Heat and Power, Electric Power",Total,"216,139"
2001,1,NY,Total Electric Power Industry,Coal,"2,453,303"
2001,1,NY,Total Electric Power Industry,Petroleum,"2,756,448"
2001,1,NY,Total Electric Power Industry,Natural Gas,"1,899,517"
2001,1,NY,Total Electric Power Industry,Other Gases,"6,580"
2001,1,NY,Total Electric Power Industry,Nuclear,"3,333,411"
2001,1,NY,Total Electric Power Industry,Hydroelectric Conventional,"2,017,382"
2001,1,NY,Total Electric Power Industry,Wind,"1,516"
2001,1,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,"52,870"
2001,1,NY,Total Electric Power Industry,Other Biomass,"99,897"
2001,1,NY,Total Electric Power Industry,Pumped Storage,"-60,817"
2001,1,NY,Total Electric Power Industry,Other,"62,026"
2001,1,NY,Total Electric Power Industry,Total,"12,622,133"
2001,1,NY,"Electric Generators, Electric Utilities",Coal,"399,486"
2001,1,NY,"Electric Generators, Electric Utilities",Petroleum,"1,616,578"
2001,1,NY,"Electric Generators, Electric Utilities",Natural Gas,"241,293"
2001,1,NY,"Electric Generators, Electric Utilities",Nuclear,"1,999,660"
2001,1,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,599,236"
2001,1,NY,"Electric Generators, Electric Utilities",Pumped Storage,"-60,817"
2001,1,NY,"Electric Generators, Electric Utilities",Total,"5,795,436"
2001,1,NY,"Electric Generators, Independent Power Producers",Coal,"1,877,759"
2001,1,NY,"Electric Generators, Independent Power Producers",Petroleum,"1,085,610"
2001,1,NY,"Electric Generators, Independent Power Producers",Natural Gas,"91,975"
2001,1,NY,"Electric Generators, Independent Power Producers",Nuclear,"1,333,751"
2001,1,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"411,129"
2001,1,NY,"Electric Generators, Independent Power Producers",Wind,"1,516"
2001,1,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"24,427"
2001,1,NY,"Electric Generators, Independent Power Producers",Other Biomass,"63,517"
2001,1,NY,"Electric Generators, Independent Power Producers",Other,"40,742"
2001,1,NY,"Electric Generators, Independent Power Producers",Total,"4,930,426"
2001,1,NY,"Combined Heat and Power, Electric Power",Coal,"102,126"
2001,1,NY,"Combined Heat and Power, Electric Power",Petroleum,"22,387"
2001,1,NY,"Combined Heat and Power, Electric Power",Natural Gas,"1,505,000"
2001,1,NY,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"5,365"
2001,1,NY,"Combined Heat and Power, Electric Power",Other Biomass,"26,620"
2001,1,NY,"Combined Heat and Power, Electric Power",Other,"13,922"
2001,1,NY,"Combined Heat and Power, Electric Power",Total,"1,675,420"
2001,1,NY,"Combined Heat and Power, Commercial Power",Coal,"2,109"
2001,1,NY,"Combined Heat and Power, Commercial Power",Petroleum,"6,639"
2001,1,NY,"Combined Heat and Power, Commercial Power",Natural Gas,"21,895"
2001,1,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2001,1,NY,"Combined Heat and Power, Commercial Power",Other Biomass,"9,760"
2001,1,NY,"Combined Heat and Power, Commercial Power",Other,"7,362"
2001,1,NY,"Combined Heat and Power, Commercial Power",Total,"47,765"
2001,1,NY,"Combined Heat and Power, Industrial Power",Coal,"71,823"
2001,1,NY,"Combined Heat and Power, Industrial Power",Petroleum,"25,234"
2001,1,NY,"Combined Heat and Power, Industrial Power",Natural Gas,"39,354"
2001,1,NY,"Combined Heat and Power, Industrial Power",Other Gases,"6,580"
2001,1,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"7,017"
2001,1,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"23,078"
2001,1,NY,"Combined Heat and Power, Industrial Power",Total,"173,086"
2001,1,OH,Total Electric Power Industry,Coal,"11,492,713"
2001,1,OH,Total Electric Power Industry,Petroleum,"40,488"
2001,1,OH,Total Electric Power Industry,Natural Gas,"34,056"
2001,1,OH,Total Electric Power Industry,Other Gases,"23,431"
2001,1,OH,Total Electric Power Industry,Nuclear,"1,482,026"
2001,1,OH,Total Electric Power Industry,Hydroelectric Conventional,"48,026"
2001,1,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,"39,217"
2001,1,OH,Total Electric Power Industry,Other Biomass,"2,559"
2001,1,OH,Total Electric Power Industry,Total,"13,162,516"
2001,1,OH,"Electric Generators, Electric Utilities",Coal,"10,954,240"
2001,1,OH,"Electric Generators, Electric Utilities",Petroleum,"39,481"
2001,1,OH,"Electric Generators, Electric Utilities",Natural Gas,"7,343"
2001,1,OH,"Electric Generators, Electric Utilities",Nuclear,"1,482,026"
2001,1,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"48,026"
2001,1,OH,"Electric Generators, Electric Utilities",Total,"12,531,116"
2001,1,OH,"Electric Generators, Independent Power Producers",Coal,"479,270"
2001,1,OH,"Electric Generators, Independent Power Producers",Petroleum,394
2001,1,OH,"Electric Generators, Independent Power Producers",Natural Gas,"5,059"
2001,1,OH,"Electric Generators, Independent Power Producers",Other Biomass,"2,559"
2001,1,OH,"Electric Generators, Independent Power Producers",Total,"487,282"
2001,1,OH,"Combined Heat and Power, Electric Power",Coal,"4,047"
2001,1,OH,"Combined Heat and Power, Electric Power",Petroleum,234
2001,1,OH,"Combined Heat and Power, Electric Power",Natural Gas,"6,006"
2001,1,OH,"Combined Heat and Power, Electric Power",Other Gases,"10,886"
2001,1,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"3,576"
2001,1,OH,"Combined Heat and Power, Electric Power",Total,"24,749"
2001,1,OH,"Combined Heat and Power, Commercial Power",Coal,491
2001,1,OH,"Combined Heat and Power, Commercial Power",Petroleum,171
2001,1,OH,"Combined Heat and Power, Commercial Power",Natural Gas,"1,154"
2001,1,OH,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,20
2001,1,OH,"Combined Heat and Power, Commercial Power",Total,"1,836"
2001,1,OH,"Combined Heat and Power, Industrial Power",Coal,"54,665"
2001,1,OH,"Combined Heat and Power, Industrial Power",Petroleum,208
2001,1,OH,"Combined Heat and Power, Industrial Power",Natural Gas,"14,494"
2001,1,OH,"Combined Heat and Power, Industrial Power",Other Gases,"12,545"
2001,1,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"35,621"
2001,1,OH,"Combined Heat and Power, Industrial Power",Total,"117,533"
2001,1,OK,Total Electric Power Industry,Coal,"3,161,698"
2001,1,OK,Total Electric Power Industry,Petroleum,"135,320"
2001,1,OK,Total Electric Power Industry,Natural Gas,"968,819"
2001,1,OK,Total Electric Power Industry,Other Gases,"4,474"
2001,1,OK,Total Electric Power Industry,Hydroelectric Conventional,"209,476"
2001,1,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,"19,646"
2001,1,OK,Total Electric Power Industry,Pumped Storage,"-8,643"
2001,1,OK,Total Electric Power Industry,Total,"4,490,790"
2001,1,OK,"Electric Generators, Electric Utilities",Coal,"2,915,608"
2001,1,OK,"Electric Generators, Electric Utilities",Petroleum,"133,287"
2001,1,OK,"Electric Generators, Electric Utilities",Natural Gas,"840,178"
2001,1,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"209,476"
2001,1,OK,"Electric Generators, Electric Utilities",Pumped Storage,"-8,643"
2001,1,OK,"Electric Generators, Electric Utilities",Total,"4,089,906"
2001,1,OK,"Combined Heat and Power, Electric Power",Coal,"205,894"
2001,1,OK,"Combined Heat and Power, Electric Power",Natural Gas,"81,183"
2001,1,OK,"Combined Heat and Power, Electric Power",Total,"287,077"
2001,1,OK,"Combined Heat and Power, Commercial Power",Petroleum,116
2001,1,OK,"Combined Heat and Power, Commercial Power",Natural Gas,"2,117"
2001,1,OK,"Combined Heat and Power, Commercial Power",Total,"2,233"
2001,1,OK,"Combined Heat and Power, Industrial Power",Coal,"40,196"
2001,1,OK,"Combined Heat and Power, Industrial Power",Petroleum,"1,917"
2001,1,OK,"Combined Heat and Power, Industrial Power",Natural Gas,"45,341"
2001,1,OK,"Combined Heat and Power, Industrial Power",Other Gases,"4,474"
2001,1,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"19,646"
2001,1,OK,"Combined Heat and Power, Industrial Power",Total,"111,574"
2001,1,OR,Total Electric Power Industry,Coal,"389,103"
2001,1,OR,Total Electric Power Industry,Petroleum,"56,160"
2001,1,OR,Total Electric Power Industry,Natural Gas,"845,963"
2001,1,OR,Total Electric Power Industry,Hydroelectric Conventional,"2,804,729"
2001,1,OR,Total Electric Power Industry,Wind,"3,211"
2001,1,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,"44,241"
2001,1,OR,Total Electric Power Industry,Other Biomass,"3,951"
2001,1,OR,Total Electric Power Industry,Other,"2,980"
2001,1,OR,Total Electric Power Industry,Total,"4,150,338"
2001,1,OR,"Electric Generators, Electric Utilities",Coal,"383,456"
2001,1,OR,"Electric Generators, Electric Utilities",Petroleum,"52,175"
2001,1,OR,"Electric Generators, Electric Utilities",Natural Gas,"437,312"
2001,1,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,784,759"
2001,1,OR,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2001,1,OR,"Electric Generators, Electric Utilities",Total,"3,657,702"
2001,1,OR,"Electric Generators, Independent Power Producers",Natural Gas,419
2001,1,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"19,970"
2001,1,OR,"Electric Generators, Independent Power Producers",Wind,"3,211"
2001,1,OR,"Electric Generators, Independent Power Producers",Other Biomass,"3,951"
2001,1,OR,"Electric Generators, Independent Power Producers",Other,"2,980"
2001,1,OR,"Electric Generators, Independent Power Producers",Total,"30,531"
2001,1,OR,"Combined Heat and Power, Electric Power",Natural Gas,"343,945"
2001,1,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"23,504"
2001,1,OR,"Combined Heat and Power, Electric Power",Total,"367,449"
2001,1,OR,"Combined Heat and Power, Commercial Power",Petroleum,0
2001,1,OR,"Combined Heat and Power, Commercial Power",Natural Gas,"1,042"
2001,1,OR,"Combined Heat and Power, Commercial Power",Total,"1,042"
2001,1,OR,"Combined Heat and Power, Industrial Power",Coal,"5,647"
2001,1,OR,"Combined Heat and Power, Industrial Power",Petroleum,"3,985"
2001,1,OR,"Combined Heat and Power, Industrial Power",Natural Gas,"63,245"
2001,1,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"20,737"
2001,1,OR,"Combined Heat and Power, Industrial Power",Total,"93,614"
2001,1,PA,Total Electric Power Industry,Coal,"10,889,141"
2001,1,PA,Total Electric Power Industry,Petroleum,"588,230"
2001,1,PA,Total Electric Power Industry,Natural Gas,"103,472"
2001,1,PA,Total Electric Power Industry,Other Gases,"42,110"
2001,1,PA,Total Electric Power Industry,Nuclear,"6,856,605"
2001,1,PA,Total Electric Power Industry,Hydroelectric Conventional,"184,750"
2001,1,PA,Total Electric Power Industry,Wind,"1,084"
2001,1,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,"42,496"
2001,1,PA,Total Electric Power Industry,Other Biomass,"107,152"
2001,1,PA,Total Electric Power Industry,Pumped Storage,"-19,317"
2001,1,PA,Total Electric Power Industry,Other,"67,903"
2001,1,PA,Total Electric Power Industry,Total,"18,863,626"
2001,1,PA,"Electric Generators, Electric Utilities",Coal,"1,177,026"
2001,1,PA,"Electric Generators, Electric Utilities",Petroleum,774
2001,1,PA,"Electric Generators, Electric Utilities",Natural Gas,100
2001,1,PA,"Electric Generators, Electric Utilities",Nuclear,"1,231,013"
2001,1,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"47,747"
2001,1,PA,"Electric Generators, Electric Utilities",Pumped Storage,"-19,317"
2001,1,PA,"Electric Generators, Electric Utilities",Total,"2,437,343"
2001,1,PA,"Electric Generators, Independent Power Producers",Coal,"9,154,526"
2001,1,PA,"Electric Generators, Independent Power Producers",Petroleum,"554,719"
2001,1,PA,"Electric Generators, Independent Power Producers",Natural Gas,"9,814"
2001,1,PA,"Electric Generators, Independent Power Producers",Other Gases,192
2001,1,PA,"Electric Generators, Independent Power Producers",Nuclear,"5,625,592"
2001,1,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"137,003"
2001,1,PA,"Electric Generators, Independent Power Producers",Wind,"1,084"
2001,1,PA,"Electric Generators, Independent Power Producers",Other Biomass,"92,944"
2001,1,PA,"Electric Generators, Independent Power Producers",Pumped Storage,0
2001,1,PA,"Electric Generators, Independent Power Producers",Other,"53,019"
2001,1,PA,"Electric Generators, Independent Power Producers",Total,"15,628,893"
2001,1,PA,"Combined Heat and Power, Electric Power",Coal,"417,304"
2001,1,PA,"Combined Heat and Power, Electric Power",Petroleum,"7,020"
2001,1,PA,"Combined Heat and Power, Electric Power",Natural Gas,"22,498"
2001,1,PA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"16,947"
2001,1,PA,"Combined Heat and Power, Electric Power",Other Biomass,"3,775"
2001,1,PA,"Combined Heat and Power, Electric Power",Other,"1,330"
2001,1,PA,"Combined Heat and Power, Electric Power",Total,"468,874"
2001,1,PA,"Combined Heat and Power, Commercial Power",Coal,461
2001,1,PA,"Combined Heat and Power, Commercial Power",Petroleum,588
2001,1,PA,"Combined Heat and Power, Commercial Power",Natural Gas,"19,021"
2001,1,PA,"Combined Heat and Power, Commercial Power",Other Biomass,"10,433"
2001,1,PA,"Combined Heat and Power, Commercial Power",Other,"7,871"
2001,1,PA,"Combined Heat and Power, Commercial Power",Total,"38,374"
2001,1,PA,"Combined Heat and Power, Industrial Power",Coal,"139,824"
2001,1,PA,"Combined Heat and Power, Industrial Power",Petroleum,"25,129"
2001,1,PA,"Combined Heat and Power, Industrial Power",Natural Gas,"52,039"
2001,1,PA,"Combined Heat and Power, Industrial Power",Other Gases,"41,918"
2001,1,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"25,549"
2001,1,PA,"Combined Heat and Power, Industrial Power",Other Biomass,0
2001,1,PA,"Combined Heat and Power, Industrial Power",Other,"5,683"
2001,1,PA,"Combined Heat and Power, Industrial Power",Total,"290,142"
2001,1,RI,Total Electric Power Industry,Petroleum,"18,700"
2001,1,RI,Total Electric Power Industry,Natural Gas,"395,294"
2001,1,RI,Total Electric Power Industry,Hydroelectric Conventional,177
2001,1,RI,Total Electric Power Industry,Other Biomass,"9,702"
2001,1,RI,Total Electric Power Industry,Total,"423,873"
2001,1,RI,"Electric Generators, Independent Power Producers",Petroleum,0
2001,1,RI,"Electric Generators, Independent Power Producers",Natural Gas,"366,772"
2001,1,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,177
2001,1,RI,"Electric Generators, Independent Power Producers",Other Biomass,"9,702"
2001,1,RI,"Electric Generators, Independent Power Producers",Total,"376,651"
2001,1,RI,"Combined Heat and Power, Electric Power",Petroleum,"15,079"
2001,1,RI,"Combined Heat and Power, Electric Power",Natural Gas,"28,358"
2001,1,RI,"Combined Heat and Power, Electric Power",Total,"43,437"
2001,1,RI,"Combined Heat and Power, Commercial Power",Petroleum,"3,226"
2001,1,RI,"Combined Heat and Power, Commercial Power",Natural Gas,164
2001,1,RI,"Combined Heat and Power, Commercial Power",Total,"3,390"
2001,1,RI,"Combined Heat and Power, Industrial Power",Petroleum,395
2001,1,RI,"Combined Heat and Power, Industrial Power",Total,395
2001,1,SC,Total Electric Power Industry,Coal,"3,620,493"
2001,1,SC,Total Electric Power Industry,Petroleum,"58,263"
2001,1,SC,Total Electric Power Industry,Natural Gas,"41,717"
2001,1,SC,Total Electric Power Industry,Other Gases,175
2001,1,SC,Total Electric Power Industry,Nuclear,"3,768,823"
2001,1,SC,Total Electric Power Industry,Hydroelectric Conventional,"101,684"
2001,1,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,"112,511"
2001,1,SC,Total Electric Power Industry,Other Biomass,"2,383"
2001,1,SC,Total Electric Power Industry,Pumped Storage,"-62,275"
2001,1,SC,Total Electric Power Industry,Other,"2,043"
2001,1,SC,Total Electric Power Industry,Total,"7,645,817"
2001,1,SC,"Electric Generators, Electric Utilities",Coal,"3,583,210"
2001,1,SC,"Electric Generators, Electric Utilities",Petroleum,"42,409"
2001,1,SC,"Electric Generators, Electric Utilities",Natural Gas,"1,769"
2001,1,SC,"Electric Generators, Electric Utilities",Nuclear,"3,768,823"
2001,1,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"98,517"
2001,1,SC,"Electric Generators, Electric Utilities",Pumped Storage,"-62,275"
2001,1,SC,"Electric Generators, Electric Utilities",Total,"7,432,453"
2001,1,SC,"Electric Generators, Independent Power Producers",Petroleum,"4,071"
2001,1,SC,"Electric Generators, Independent Power Producers",Natural Gas,"6,739"
2001,1,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,122"
2001,1,SC,"Electric Generators, Independent Power Producers",Total,"13,932"
2001,1,SC,"Combined Heat and Power, Electric Power",Natural Gas,"32,409"
2001,1,SC,"Combined Heat and Power, Electric Power",Total,"32,409"
2001,1,SC,"Combined Heat and Power, Commercial Power",Petroleum,321
2001,1,SC,"Combined Heat and Power, Commercial Power",Natural Gas,211
2001,1,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,45
2001,1,SC,"Combined Heat and Power, Commercial Power",Other Biomass,"2,383"
2001,1,SC,"Combined Heat and Power, Commercial Power",Other,"1,798"
2001,1,SC,"Combined Heat and Power, Commercial Power",Total,"4,758"
2001,1,SC,"Combined Heat and Power, Industrial Power",Coal,"37,283"
2001,1,SC,"Combined Heat and Power, Industrial Power",Petroleum,"11,462"
2001,1,SC,"Combined Heat and Power, Industrial Power",Natural Gas,589
2001,1,SC,"Combined Heat and Power, Industrial Power",Other Gases,175
2001,1,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"112,511"
2001,1,SC,"Combined Heat and Power, Industrial Power",Other Biomass,0
2001,1,SC,"Combined Heat and Power, Industrial Power",Other,245
2001,1,SC,"Combined Heat and Power, Industrial Power",Total,"162,265"
