YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2002,11,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"16,870"
2002,11,OR,"Electric Generators, Independent Power Producers",Wind,"30,273"
2002,11,OR,"Electric Generators, Independent Power Producers",Other Biomass,"4,269"
2002,11,OR,"Electric Generators, Independent Power Producers",Other,"3,355"
2002,11,OR,"Electric Generators, Independent Power Producers",Total,"54,767"
2002,11,OR,"Combined Heat and Power, Electric Power",Natural Gas,"531,855"
2002,11,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"23,243"
2002,11,OR,"Combined Heat and Power, Electric Power",Total,"555,098"
2002,11,OR,"Combined Heat and Power, Commercial Power",Petroleum,6
2002,11,OR,"Combined Heat and Power, Commercial Power",Natural Gas,808
2002,11,OR,"Combined Heat and Power, Commercial Power",Total,814
2002,11,OR,"Combined Heat and Power, Industrial Power",Coal,"5,123"
2002,11,OR,"Combined Heat and Power, Industrial Power",Petroleum,0
2002,11,OR,"Combined Heat and Power, Industrial Power",Natural Gas,"31,867"
2002,11,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"30,997"
2002,11,OR,"Combined Heat and Power, Industrial Power",Other,0
2002,11,OR,"Combined Heat and Power, Industrial Power",Total,"67,987"
2002,11,PA,Total Electric Power Industry,Coal,"9,396,523"
2002,11,PA,Total Electric Power Industry,Petroleum,"79,888"
2002,11,PA,Total Electric Power Industry,Natural Gas,"304,991"
2002,11,PA,Total Electric Power Industry,Other Gases,"38,474"
2002,11,PA,Total Electric Power Industry,Nuclear,"6,498,028"
2002,11,PA,Total Electric Power Industry,Hydroelectric Conventional,"207,838"
2002,11,PA,Total Electric Power Industry,Wind,"6,835"
2002,11,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,"58,094"
2002,11,PA,Total Electric Power Industry,Other Biomass,"108,114"
2002,11,PA,Total Electric Power Industry,Pumped Storage,"-59,902"
2002,11,PA,Total Electric Power Industry,Other,"60,149"
2002,11,PA,Total Electric Power Industry,Total,"16,699,033"
2002,11,PA,"Electric Generators, Electric Utilities",Coal,"1,375,144"
2002,11,PA,"Electric Generators, Electric Utilities",Petroleum,"2,025"
2002,11,PA,"Electric Generators, Electric Utilities",Natural Gas,155
2002,11,PA,"Electric Generators, Electric Utilities",Nuclear,"965,672"
2002,11,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"116,963"
2002,11,PA,"Electric Generators, Electric Utilities",Pumped Storage,"-17,138"
2002,11,PA,"Electric Generators, Electric Utilities",Total,"2,442,821"
2002,11,PA,"Electric Generators, Independent Power Producers",Coal,"7,589,355"
2002,11,PA,"Electric Generators, Independent Power Producers",Petroleum,"43,322"
2002,11,PA,"Electric Generators, Independent Power Producers",Natural Gas,"152,556"
2002,11,PA,"Electric Generators, Independent Power Producers",Other Gases,28
2002,11,PA,"Electric Generators, Independent Power Producers",Nuclear,"5,532,356"
2002,11,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"90,874"
2002,11,PA,"Electric Generators, Independent Power Producers",Wind,"6,835"
2002,11,PA,"Electric Generators, Independent Power Producers",Other Biomass,"92,988"
2002,11,PA,"Electric Generators, Independent Power Producers",Pumped Storage,"-42,764"
2002,11,PA,"Electric Generators, Independent Power Producers",Other,"51,800"
2002,11,PA,"Electric Generators, Independent Power Producers",Total,"13,517,350"
2002,11,PA,"Combined Heat and Power, Electric Power",Coal,"311,292"
2002,11,PA,"Combined Heat and Power, Electric Power",Petroleum,"15,878"
2002,11,PA,"Combined Heat and Power, Electric Power",Natural Gas,"66,653"
2002,11,PA,"Combined Heat and Power, Electric Power",Other Gases,207
2002,11,PA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"19,417"
2002,11,PA,"Combined Heat and Power, Electric Power",Other Biomass,"4,916"
2002,11,PA,"Combined Heat and Power, Electric Power",Other,865
2002,11,PA,"Combined Heat and Power, Electric Power",Total,"419,228"
2002,11,PA,"Combined Heat and Power, Commercial Power",Coal,410
2002,11,PA,"Combined Heat and Power, Commercial Power",Petroleum,308
2002,11,PA,"Combined Heat and Power, Commercial Power",Natural Gas,"17,944"
2002,11,PA,"Combined Heat and Power, Commercial Power",Other Biomass,"9,525"
2002,11,PA,"Combined Heat and Power, Commercial Power",Other,"7,484"
2002,11,PA,"Combined Heat and Power, Commercial Power",Total,"35,671"
2002,11,PA,"Combined Heat and Power, Industrial Power",Coal,"120,322"
2002,11,PA,"Combined Heat and Power, Industrial Power",Petroleum,"18,357"
2002,11,PA,"Combined Heat and Power, Industrial Power",Natural Gas,"67,684"
2002,11,PA,"Combined Heat and Power, Industrial Power",Other Gases,"38,239"
2002,11,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"38,677"
2002,11,PA,"Combined Heat and Power, Industrial Power",Other Biomass,685
2002,11,PA,"Combined Heat and Power, Industrial Power",Total,"283,964"
2002,11,RI,Total Electric Power Industry,Petroleum,"5,489"
2002,11,RI,Total Electric Power Industry,Natural Gas,"727,981"
2002,11,RI,Total Electric Power Industry,Hydroelectric Conventional,416
2002,11,RI,Total Electric Power Industry,Other Biomass,"8,640"
2002,11,RI,Total Electric Power Industry,Other,"53,973"
2002,11,RI,Total Electric Power Industry,Total,"796,499"
2002,11,RI,"Electric Generators, Electric Utilities",Petroleum,986
2002,11,RI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,0
2002,11,RI,"Electric Generators, Electric Utilities",Total,986
2002,11,RI,"Electric Generators, Independent Power Producers",Petroleum,0
2002,11,RI,"Electric Generators, Independent Power Producers",Natural Gas,"727,212"
2002,11,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,416
2002,11,RI,"Electric Generators, Independent Power Producers",Other Biomass,"8,640"
2002,11,RI,"Electric Generators, Independent Power Producers",Other,"53,973"
2002,11,RI,"Electric Generators, Independent Power Producers",Total,"790,241"
2002,11,RI,"Combined Heat and Power, Electric Power",Petroleum,0
2002,11,RI,"Combined Heat and Power, Electric Power",Natural Gas,0
2002,11,RI,"Combined Heat and Power, Electric Power",Total,0
2002,11,RI,"Combined Heat and Power, Commercial Power",Petroleum,"4,502"
2002,11,RI,"Combined Heat and Power, Commercial Power",Natural Gas,769
2002,11,RI,"Combined Heat and Power, Commercial Power",Total,"5,271"
2002,11,RI,"Combined Heat and Power, Industrial Power",Petroleum,0
2002,11,RI,"Combined Heat and Power, Industrial Power",Total,0
2002,11,SC,Total Electric Power Industry,Coal,"2,624,515"
2002,11,SC,Total Electric Power Industry,Petroleum,"20,766"
2002,11,SC,Total Electric Power Industry,Natural Gas,"43,055"
2002,11,SC,Total Electric Power Industry,Other Gases,4
2002,11,SC,Total Electric Power Industry,Nuclear,"3,930,630"
2002,11,SC,Total Electric Power Industry,Hydroelectric Conventional,"148,117"
2002,11,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,"96,728"
2002,11,SC,Total Electric Power Industry,Other Biomass,"1,318"
2002,11,SC,Total Electric Power Industry,Pumped Storage,"-77,374"
2002,11,SC,Total Electric Power Industry,Other,0
2002,11,SC,Total Electric Power Industry,Total,"6,787,759"
2002,11,SC,"Electric Generators, Electric Utilities",Coal,"2,577,890"
2002,11,SC,"Electric Generators, Electric Utilities",Petroleum,"6,171"
2002,11,SC,"Electric Generators, Electric Utilities",Natural Gas,"39,141"
2002,11,SC,"Electric Generators, Electric Utilities",Nuclear,"3,930,630"
2002,11,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"143,442"
2002,11,SC,"Electric Generators, Electric Utilities",Other Biomass,"1,318"
2002,11,SC,"Electric Generators, Electric Utilities",Pumped Storage,"-77,374"
2002,11,SC,"Electric Generators, Electric Utilities",Total,"6,621,218"
2002,11,SC,"Electric Generators, Independent Power Producers",Petroleum,0
2002,11,SC,"Electric Generators, Independent Power Producers",Natural Gas,"1,236"
2002,11,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,657"
2002,11,SC,"Electric Generators, Independent Power Producers",Total,"5,893"
2002,11,SC,"Combined Heat and Power, Electric Power",Natural Gas,"2,138"
2002,11,SC,"Combined Heat and Power, Electric Power",Total,"2,138"
2002,11,SC,"Combined Heat and Power, Commercial Power",Petroleum,32
2002,11,SC,"Combined Heat and Power, Commercial Power",Natural Gas,76
2002,11,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,18
2002,11,SC,"Combined Heat and Power, Commercial Power",Total,126
2002,11,SC,"Combined Heat and Power, Industrial Power",Coal,"46,625"
2002,11,SC,"Combined Heat and Power, Industrial Power",Petroleum,"14,563"
2002,11,SC,"Combined Heat and Power, Industrial Power",Natural Gas,465
2002,11,SC,"Combined Heat and Power, Industrial Power",Other Gases,4
2002,11,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"96,728"
2002,11,SC,"Combined Heat and Power, Industrial Power",Other Biomass,0
2002,11,SC,"Combined Heat and Power, Industrial Power",Other,0
2002,11,SC,"Combined Heat and Power, Industrial Power",Total,"158,385"
2002,11,SD,Total Electric Power Industry,Coal,"312,421"
2002,11,SD,Total Electric Power Industry,Petroleum,444
2002,11,SD,Total Electric Power Industry,Natural Gas,153
2002,11,SD,Total Electric Power Industry,Hydroelectric Conventional,"377,218"
2002,11,SD,Total Electric Power Industry,Wind,940
2002,11,SD,Total Electric Power Industry,Total,"691,176"
2002,11,SD,"Electric Generators, Electric Utilities",Coal,"312,421"
2002,11,SD,"Electric Generators, Electric Utilities",Petroleum,444
2002,11,SD,"Electric Generators, Electric Utilities",Natural Gas,153
2002,11,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"377,218"
2002,11,SD,"Electric Generators, Electric Utilities",Wind,940
2002,11,SD,"Electric Generators, Electric Utilities",Total,"691,176"
2002,11,TN,Total Electric Power Industry,Coal,"4,168,538"
2002,11,TN,Total Electric Power Industry,Petroleum,"11,992"
2002,11,TN,Total Electric Power Industry,Natural Gas,"27,754"
2002,11,TN,Total Electric Power Industry,Other Gases,165
2002,11,TN,Total Electric Power Industry,Nuclear,"2,488,236"
2002,11,TN,Total Electric Power Industry,Hydroelectric Conventional,"830,899"
2002,11,TN,Total Electric Power Industry,Wind,423
2002,11,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,"62,781"
2002,11,TN,Total Electric Power Industry,Other Biomass,"8,765"
2002,11,TN,Total Electric Power Industry,Pumped Storage,"-41,869"
2002,11,TN,Total Electric Power Industry,Other,442
2002,11,TN,Total Electric Power Industry,Total,"7,558,126"
2002,11,TN,"Electric Generators, Electric Utilities",Coal,"4,046,049"
2002,11,TN,"Electric Generators, Electric Utilities",Petroleum,"10,698"
2002,11,TN,"Electric Generators, Electric Utilities",Natural Gas,"5,547"
2002,11,TN,"Electric Generators, Electric Utilities",Nuclear,"2,488,236"
2002,11,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"749,929"
2002,11,TN,"Electric Generators, Electric Utilities",Wind,423
2002,11,TN,"Electric Generators, Electric Utilities",Pumped Storage,"-41,869"
2002,11,TN,"Electric Generators, Electric Utilities",Total,"7,259,013"
2002,11,TN,"Electric Generators, Independent Power Producers",Natural Gas,0
2002,11,TN,"Electric Generators, Independent Power Producers",Other Biomass,"2,806"
2002,11,TN,"Electric Generators, Independent Power Producers",Total,"2,806"
2002,11,TN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,12
2002,11,TN,"Combined Heat and Power, Electric Power",Other,0
2002,11,TN,"Combined Heat and Power, Electric Power",Total,12
2002,11,TN,"Combined Heat and Power, Commercial Power",Coal,"3,280"
2002,11,TN,"Combined Heat and Power, Commercial Power",Natural Gas,"4,146"
2002,11,TN,"Combined Heat and Power, Commercial Power",Total,"7,426"
2002,11,TN,"Combined Heat and Power, Industrial Power",Coal,"119,209"
2002,11,TN,"Combined Heat and Power, Industrial Power",Petroleum,"1,294"
2002,11,TN,"Combined Heat and Power, Industrial Power",Natural Gas,"18,061"
2002,11,TN,"Combined Heat and Power, Industrial Power",Other Gases,165
2002,11,TN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"80,970"
2002,11,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"62,769"
2002,11,TN,"Combined Heat and Power, Industrial Power",Other Biomass,"5,959"
2002,11,TN,"Combined Heat and Power, Industrial Power",Other,442
2002,11,TN,"Combined Heat and Power, Industrial Power",Total,"288,869"
2002,11,TX,Total Electric Power Industry,Coal,"10,829,179"
2002,11,TX,Total Electric Power Industry,Petroleum,"134,217"
2002,11,TX,Total Electric Power Industry,Natural Gas,"13,924,112"
2002,11,TX,Total Electric Power Industry,Other Gases,"232,191"
2002,11,TX,Total Electric Power Industry,Nuclear,"1,604,305"
2002,11,TX,Total Electric Power Industry,Hydroelectric Conventional,"43,744"
2002,11,TX,Total Electric Power Industry,Wind,"170,311"
2002,11,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"99,553"
2002,11,TX,Total Electric Power Industry,Other Biomass,"12,434"
2002,11,TX,Total Electric Power Industry,Other,"93,280"
2002,11,TX,Total Electric Power Industry,Total,"27,143,326"
2002,11,TX,"Electric Generators, Electric Utilities",Coal,"6,409,440"
2002,11,TX,"Electric Generators, Electric Utilities",Petroleum,"4,328"
2002,11,TX,"Electric Generators, Electric Utilities",Natural Gas,"2,119,994"
2002,11,TX,"Electric Generators, Electric Utilities",Nuclear,"648,839"
2002,11,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"40,608"
2002,11,TX,"Electric Generators, Electric Utilities",Wind,241
2002,11,TX,"Electric Generators, Electric Utilities",Total,"9,223,450"
2002,11,TX,"Electric Generators, Independent Power Producers",Coal,"4,179,211"
2002,11,TX,"Electric Generators, Independent Power Producers",Petroleum,"10,445"
2002,11,TX,"Electric Generators, Independent Power Producers",Natural Gas,"4,350,259"
2002,11,TX,"Electric Generators, Independent Power Producers",Nuclear,"955,466"
2002,11,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,135"
2002,11,TX,"Electric Generators, Independent Power Producers",Wind,"170,070"
2002,11,TX,"Electric Generators, Independent Power Producers",Other Biomass,"2,457"
2002,11,TX,"Electric Generators, Independent Power Producers",Other,"29,077"
2002,11,TX,"Electric Generators, Independent Power Producers",Total,"9,700,120"
2002,11,TX,"Combined Heat and Power, Electric Power",Petroleum,"104,389"
2002,11,TX,"Combined Heat and Power, Electric Power",Natural Gas,"4,738,974"
2002,11,TX,"Combined Heat and Power, Electric Power",Other Gases,"62,561"
2002,11,TX,"Combined Heat and Power, Electric Power",Other Biomass,"1,530"
2002,11,TX,"Combined Heat and Power, Electric Power",Other,"16,364"
2002,11,TX,"Combined Heat and Power, Electric Power",Total,"4,923,818"
2002,11,TX,"Combined Heat and Power, Commercial Power",Petroleum,261
2002,11,TX,"Combined Heat and Power, Commercial Power",Natural Gas,"34,278"
2002,11,TX,"Combined Heat and Power, Commercial Power",Other Biomass,"1,720"
2002,11,TX,"Combined Heat and Power, Commercial Power",Total,"36,259"
2002,11,TX,"Combined Heat and Power, Industrial Power",Coal,"240,528"
2002,11,TX,"Combined Heat and Power, Industrial Power",Petroleum,"14,794"
2002,11,TX,"Combined Heat and Power, Industrial Power",Natural Gas,"2,680,608"
2002,11,TX,"Combined Heat and Power, Industrial Power",Other Gases,"169,631"
2002,11,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"99,553"
2002,11,TX,"Combined Heat and Power, Industrial Power",Other Biomass,"6,727"
2002,11,TX,"Combined Heat and Power, Industrial Power",Other,"47,839"
2002,11,TX,"Combined Heat and Power, Industrial Power",Total,"3,259,680"
2002,11,UT,Total Electric Power Industry,Coal,"2,737,835"
2002,11,UT,Total Electric Power Industry,Petroleum,"4,025"
2002,11,UT,Total Electric Power Industry,Natural Gas,"98,083"
2002,11,UT,Total Electric Power Industry,Other Gases,0
2002,11,UT,Total Electric Power Industry,Hydroelectric Conventional,"31,267"
2002,11,UT,Total Electric Power Industry,Geothermal,"19,312"
2002,11,UT,Total Electric Power Industry,Other Biomass,545
2002,11,UT,Total Electric Power Industry,Other,429
2002,11,UT,Total Electric Power Industry,Total,"2,891,496"
2002,11,UT,"Electric Generators, Electric Utilities",Coal,"2,705,940"
2002,11,UT,"Electric Generators, Electric Utilities",Petroleum,"4,021"
2002,11,UT,"Electric Generators, Electric Utilities",Natural Gas,"90,067"
2002,11,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"30,788"
2002,11,UT,"Electric Generators, Electric Utilities",Geothermal,"19,312"
2002,11,UT,"Electric Generators, Electric Utilities",Total,"2,850,128"
2002,11,UT,"Electric Generators, Independent Power Producers",Coal,"31,895"
2002,11,UT,"Electric Generators, Independent Power Producers",Natural Gas,"6,785"
2002,11,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,479
2002,11,UT,"Electric Generators, Independent Power Producers",Total,"39,159"
2002,11,UT,"Combined Heat and Power, Electric Power",Petroleum,4
2002,11,UT,"Combined Heat and Power, Electric Power",Other Biomass,545
2002,11,UT,"Combined Heat and Power, Electric Power",Other,429
2002,11,UT,"Combined Heat and Power, Electric Power",Total,978
2002,11,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2002,11,UT,"Combined Heat and Power, Commercial Power",Natural Gas,"1,230"
2002,11,UT,"Combined Heat and Power, Commercial Power",Other Gases,0
2002,11,UT,"Combined Heat and Power, Commercial Power",Total,"1,230"
2002,11,VA,Total Electric Power Industry,Coal,"3,018,290"
2002,11,VA,Total Electric Power Industry,Petroleum,"205,455"
2002,11,VA,Total Electric Power Industry,Natural Gas,"100,985"
2002,11,VA,Total Electric Power Industry,Other Gases,0
2002,11,VA,Total Electric Power Industry,Nuclear,"1,777,662"
2002,11,VA,Total Electric Power Industry,Hydroelectric Conventional,"96,263"
2002,11,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2002,11,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"146,143"
2002,11,VA,Total Electric Power Industry,Other Biomass,"53,864"
2002,11,VA,Total Electric Power Industry,Pumped Storage,"-125,557"
2002,11,VA,Total Electric Power Industry,Other,"37,679"
2002,11,VA,Total Electric Power Industry,Total,"5,310,784"
2002,11,VA,"Electric Generators, Electric Utilities",Coal,"2,552,650"
2002,11,VA,"Electric Generators, Electric Utilities",Petroleum,"192,457"
2002,11,VA,"Electric Generators, Electric Utilities",Natural Gas,"38,315"
2002,11,VA,"Electric Generators, Electric Utilities",Other Gases,0
2002,11,VA,"Electric Generators, Electric Utilities",Nuclear,"1,777,662"
2002,11,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"94,429"
2002,11,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2002,11,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2002,11,VA,"Electric Generators, Electric Utilities",Pumped Storage,"-125,557"
2002,11,VA,"Electric Generators, Electric Utilities",Total,"4,529,956"
2002,11,VA,"Electric Generators, Independent Power Producers",Coal,"150,250"
2002,11,VA,"Electric Generators, Independent Power Producers",Petroleum,"4,856"
2002,11,VA,"Electric Generators, Independent Power Producers",Natural Gas,"32,869"
2002,11,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,687"
2002,11,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"27,539"
2002,11,VA,"Electric Generators, Independent Power Producers",Other Biomass,"35,256"
2002,11,VA,"Electric Generators, Independent Power Producers",Other,"23,437"
2002,11,VA,"Electric Generators, Independent Power Producers",Total,"275,894"
2002,11,VA,"Combined Heat and Power, Electric Power",Coal,"244,044"
2002,11,VA,"Combined Heat and Power, Electric Power",Petroleum,943
2002,11,VA,"Combined Heat and Power, Electric Power",Natural Gas,"2,551"
2002,11,VA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,77
2002,11,VA,"Combined Heat and Power, Electric Power",Other Biomass,798
2002,11,VA,"Combined Heat and Power, Electric Power",Total,"248,412"
2002,11,VA,"Combined Heat and Power, Commercial Power",Coal,0
2002,11,VA,"Combined Heat and Power, Commercial Power",Petroleum,334
2002,11,VA,"Combined Heat and Power, Commercial Power",Natural Gas,"2,298"
2002,11,VA,"Combined Heat and Power, Commercial Power",Other Biomass,"16,035"
2002,11,VA,"Combined Heat and Power, Commercial Power",Other,"12,599"
2002,11,VA,"Combined Heat and Power, Commercial Power",Total,"31,266"
2002,11,VA,"Combined Heat and Power, Industrial Power",Coal,"71,346"
2002,11,VA,"Combined Heat and Power, Industrial Power",Petroleum,"6,865"
2002,11,VA,"Combined Heat and Power, Industrial Power",Natural Gas,"24,952"
2002,11,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,147
2002,11,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"118,527"
2002,11,VA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,775"
2002,11,VA,"Combined Heat and Power, Industrial Power",Other,"1,643"
2002,11,VA,"Combined Heat and Power, Industrial Power",Total,"225,255"
2002,11,VT,Total Electric Power Industry,Petroleum,73
2002,11,VT,Total Electric Power Industry,Natural Gas,280
2002,11,VT,Total Electric Power Industry,Nuclear,"380,204"
2002,11,VT,Total Electric Power Industry,Hydroelectric Conventional,"88,695"
2002,11,VT,Total Electric Power Industry,Wind,856
2002,11,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"27,729"
2002,11,VT,Total Electric Power Industry,Total,"497,837"
2002,11,VT,"Electric Generators, Electric Utilities",Petroleum,73
2002,11,VT,"Electric Generators, Electric Utilities",Natural Gas,280
2002,11,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"14,510"
2002,11,VT,"Electric Generators, Electric Utilities",Wind,856
2002,11,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"12,811"
2002,11,VT,"Electric Generators, Electric Utilities",Total,"28,530"
2002,11,VT,"Electric Generators, Independent Power Producers",Nuclear,"380,204"
2002,11,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"72,627"
2002,11,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"14,918"
2002,11,VT,"Electric Generators, Independent Power Producers",Total,"467,749"
2002,11,VT,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"1,558"
2002,11,VT,"Combined Heat and Power, Industrial Power",Total,"1,558"
2002,11,WA,Total Electric Power Industry,Coal,"898,559"
2002,11,WA,Total Electric Power Industry,Petroleum,"8,155"
2002,11,WA,Total Electric Power Industry,Natural Gas,"467,155"
2002,11,WA,Total Electric Power Industry,Other Gases,"11,299"
2002,11,WA,Total Electric Power Industry,Nuclear,"806,991"
2002,11,WA,Total Electric Power Industry,Hydroelectric Conventional,"5,542,506"
2002,11,WA,Total Electric Power Industry,Wind,"33,299"
2002,11,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"105,188"
2002,11,WA,Total Electric Power Industry,Other Biomass,"16,172"
2002,11,WA,Total Electric Power Industry,Pumped Storage,-26
2002,11,WA,Total Electric Power Industry,Other,"5,707"
2002,11,WA,Total Electric Power Industry,Total,"7,895,005"
2002,11,WA,"Electric Generators, Electric Utilities",Petroleum,114
2002,11,WA,"Electric Generators, Electric Utilities",Natural Gas,"76,632"
2002,11,WA,"Electric Generators, Electric Utilities",Nuclear,"806,991"
2002,11,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"5,509,165"
2002,11,WA,"Electric Generators, Electric Utilities",Wind,"9,579"
2002,11,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"50,890"
2002,11,WA,"Electric Generators, Electric Utilities",Other Biomass,"4,382"
2002,11,WA,"Electric Generators, Electric Utilities",Pumped Storage,-26
2002,11,WA,"Electric Generators, Electric Utilities",Total,"6,457,727"
2002,11,WA,"Electric Generators, Independent Power Producers",Coal,"896,922"
2002,11,WA,"Electric Generators, Independent Power Producers",Petroleum,392
2002,11,WA,"Electric Generators, Independent Power Producers",Natural Gas,"69,175"
2002,11,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"15,404"
2002,11,WA,"Electric Generators, Independent Power Producers",Wind,"23,720"
2002,11,WA,"Electric Generators, Independent Power Producers",Other Biomass,"8,956"
2002,11,WA,"Electric Generators, Independent Power Producers",Other,"5,707"
2002,11,WA,"Electric Generators, Independent Power Producers",Total,"1,020,276"
2002,11,WA,"Combined Heat and Power, Electric Power",Petroleum,45
2002,11,WA,"Combined Heat and Power, Electric Power",Natural Gas,"314,400"
2002,11,WA,"Combined Heat and Power, Electric Power",Other Gases,"11,299"
2002,11,WA,"Combined Heat and Power, Electric Power",Other Biomass,"1,246"
2002,11,WA,"Combined Heat and Power, Electric Power",Total,"326,990"
2002,11,WA,"Combined Heat and Power, Commercial Power",Coal,975
2002,11,WA,"Combined Heat and Power, Commercial Power",Natural Gas,"2,369"
2002,11,WA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2002,11,WA,"Combined Heat and Power, Commercial Power",Total,"3,344"
2002,11,WA,"Combined Heat and Power, Industrial Power",Coal,662
2002,11,WA,"Combined Heat and Power, Industrial Power",Petroleum,"7,604"
2002,11,WA,"Combined Heat and Power, Industrial Power",Natural Gas,"4,579"
2002,11,WA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"17,937"
2002,11,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"54,298"
2002,11,WA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,588"
2002,11,WA,"Combined Heat and Power, Industrial Power",Total,"86,668"
2002,11,WI,Total Electric Power Industry,Coal,"3,179,669"
2002,11,WI,Total Electric Power Industry,Petroleum,"24,485"
2002,11,WI,Total Electric Power Industry,Natural Gas,"105,825"
2002,11,WI,Total Electric Power Industry,Nuclear,"1,115,244"
2002,11,WI,Total Electric Power Industry,Hydroelectric Conventional,"194,024"
2002,11,WI,Total Electric Power Industry,Wind,"3,620"
2002,11,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"54,719"
2002,11,WI,Total Electric Power Industry,Other Biomass,"27,421"
2002,11,WI,Total Electric Power Industry,Other,"15,864"
2002,11,WI,Total Electric Power Industry,Total,"4,720,871"
2002,11,WI,"Electric Generators, Electric Utilities",Coal,"3,072,460"
2002,11,WI,"Electric Generators, Electric Utilities",Petroleum,"6,649"
2002,11,WI,"Electric Generators, Electric Utilities",Natural Gas,"52,344"
2002,11,WI,"Electric Generators, Electric Utilities",Nuclear,"1,115,244"
2002,11,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"175,224"
2002,11,WI,"Electric Generators, Electric Utilities",Wind,"3,620"
2002,11,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"2,835"
2002,11,WI,"Electric Generators, Electric Utilities",Other Biomass,"11,399"
2002,11,WI,"Electric Generators, Electric Utilities",Other,"15,635"
2002,11,WI,"Electric Generators, Electric Utilities",Total,"4,455,410"
2002,11,WI,"Electric Generators, Independent Power Producers",Coal,0
2002,11,WI,"Electric Generators, Independent Power Producers",Petroleum,0
2002,11,WI,"Electric Generators, Independent Power Producers",Natural Gas,"22,698"
2002,11,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,037"
2002,11,WI,"Electric Generators, Independent Power Producers",Other Biomass,"13,209"
2002,11,WI,"Electric Generators, Independent Power Producers",Total,"36,944"
2002,11,WI,"Combined Heat and Power, Electric Power",Petroleum,0
2002,11,WI,"Combined Heat and Power, Electric Power",Natural Gas,"10,948"
2002,11,WI,"Combined Heat and Power, Electric Power",Other Biomass,"1,432"
2002,11,WI,"Combined Heat and Power, Electric Power",Total,"12,380"
